# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'LLC-load-misses'
# Event count (approx.): 6563415
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                       
# ........  ...............  ....................  .............................................................................................................................................................................
#
     0.00%  C2 CompilerThre  libjvm.so            [.] SystemDictionary::find_instance_klass
     0.00%  java             [kernel.kallsyms]    [k] mem_cgroup_try_charge
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Assembler::store_parameter
     0.00%  C2 CompilerThre  libjvm.so            [.] ciObjectFactory::ciObjectFactory
     0.00%  C2 CompilerThre  libjvm.so            [.] Method::backedge_count
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Op1::is_patching
     0.00%  C1 CompilerThre  libjvm.so            [.] LIRGenerator::do_If
     0.00%  C1 CompilerThre  libjvm.so            [.] BitMap::set_union
     0.00%  C1 CompilerThre  libjvm.so            [.] ciSignature::ciSignature
     0.00%  G1 Refine#16     libjvm.so            [.] G1CardCounts::add_card_count
     0.00%  C1 CompilerThre  libjvm.so            [.] CounterOverflowStub::emit_code
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::make_load
     0.00%  java             [kernel.kallsyms]    [k] memset_erms
     0.00%  G1 Refine#0      libjvm.so            [.] oopDesc::size
     0.00%  C2 CompilerThre  libjvm.so            [.] Method::has_unloaded_classes_in_signature
     0.00%  C1 CompilerThre  libjvm.so            [.] LocationValue::write_on
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] x86_setup_perfctr
     0.00%  C1 CompilerThre  libjvm.so            [.] Relocation::pd_set_call_destination
     0.00%  C2 CompilerThre  libjvm.so            [.] Type::singleton
     0.00%  C2 CompilerThre  libjvm.so            [.] PhiNode::wait_for_region_igvn
     0.00%  C2 CompilerThre  libjvm.so            [.] MemNode::can_see_stored_value
     0.00%  java             [kernel.kallsyms]    [k] lock_page_memcg
     0.00%  G1 Refine#14     libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::prefix
     0.00%  C2 CompilerThre  libjvm.so            [.] ciEnv::is_in_vm
     0.00%  java             libc-2.28.so         [.] __libc_realloc
     0.00%  C1 CompilerThre  libjvm.so            [.] Interval::add_use_pos
     0.00%  java             libjvm.so            [.] RegisterMap::pd_location
     0.00%  G1 Refine#10     libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::has_local_phi_input
     0.00%  java             perf-15143.map       [.] java.lang.Object java.util.HashMap.putVal(int, java.lang.Object, java.lang.Object, boolean, boolean)
     0.00%  C2 CompilerThre  libjvm.so            [.] IdealKit::make_label
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::stretch_base_pointer_live_ranges
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] x86_reserve_hardware
     0.00%  G1 Refine#13     libjvm.so            [.] G1CardCounts::is_hot
     0.00%  java             libdpu.so.0.0        [.] dpu_thread_job_get_job_unlocked
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::emit_operand_helper
     0.00%  C2 CompilerThre  libjvm.so            [.] IndexSet::initialize
     0.00%  G1 Refine#7      libjvm.so            [.] G1ConcurrentRefine::do_refinement_step
     0.00%  C2 CompilerThre  libjvm.so            [.] SafePointNode::set_next_exception
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodData::bci_to_dp
     0.00%  G1 Refine#5      libjvm.so            [.] G1CardCounts::is_hot
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::create_entry_map
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] _cond_resched
     0.00%  C2 CompilerThre  libjvm.so            [.] State::_sub_Op_ConL
     0.00%  C1 CompilerThre  libjvm.so            [.] GraphBuilder::handle_exception
     0.00%  G1 Refine#2      libjvm.so            [.] G1CardCounts::is_hot
     0.00%  GC Thread#10     libjvm.so            [.] PtrQueueSet::try_enqueue
     0.00%  C2 CompilerThre  libjvm.so            [.] Dependencies::initialize
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeInt::eq
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::resolve_collect_mappings
     0.00%  C2 CompilerThre  libjvm.so            [.] CastPPNode::Opcode
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] sync_regs
     0.00%  C1 CompilerThre  libjvm.so            [.] CodeEmitInfo::interpreter_frame_size
     0.00%  G1 Refine#17     libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  C1 CompilerThre  libjvm.so            [.] ValueRecorder<Metadata*>::maybe_find_index
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __d_lookup
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] try_charge
     0.00%  C2 CompilerThre  libjvm.so            [.] Matcher::init_first_stack_mask
     0.00%  G1 Refine#19     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  C2 CompilerThre  libjvm.so            [.] DebugInformationRecorder::find_sharable_decode_offset
     0.00%  GC Thread#0      [dpu]                [k] exec_cmd
     0.00%  C2 CompilerThre  libjvm.so            [.] IfNode::up_one_dom
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  DPU_WORK_0000    libdpu.so.0.0        [.] compute_masks
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::jmp
     0.00%  C2 CompilerThre  libjvm.so            [.] Method::compute_has_loops_flag
     0.00%  G1 Refine#1      libjvm.so            [.] oopDesc::size
     0.00%  C2 CompilerThre  libjvm.so            [.] State::_sub_Op_ConP
     0.00%  C2 CompilerThre  libjvm.so            [.] Label::patch_instructions
     0.00%  C1 CompilerThre  libjvm.so            [.] LIRGenerator::move_to_phi
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] _raw_spin_unlock_irqrestore
     0.00%  C2 CompilerThre  libjvm.so            [.] LoadNode::make
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeInstPtr::eq
     0.00%  java             libjvm.so            [.] jni_GetArrayLength
     0.00%  C2 CompilerThre  libjvm.so            [.] immNKlassOper::constant
     0.00%  java             [kernel.kallsyms]    [k] native_sched_clock
     0.00%  GC Thread#19     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::sort_intervals_after_allocation
     0.00%  GC Thread#13     [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::insert_mem_bar
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] futex_wake
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::use_kind_of_input_operand
     0.00%  java             libjvm.so            [.] OtherRegionsTable::add_reference
     0.00%  C2 CompilerThre  libjvm.so            [.] PhiNode::is_diamond_phi
     0.00%  C2 CompilerThre  libjvm.so            [.] LinkedConcreteMethodFinder::find_witness_anywhere
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::compute_debug_info_for_scope
     0.00%  C2 CompilerThre  libjvm.so            [.] ciTypeFlow::Block::Block
     0.00%  java             [kernel.kallsyms]    [k] generic_file_read_iter
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeRawPtr::hash
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_List::branch_destination
     0.00%  C2 CompilerThre  libjvm.so            [.] ciObjArrayKlass::is_obj_array_klass
     0.00%  G1 Refine#4      [vdso]               [.] 0x00000000000009f9
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::kill_dead_locals
     0.00%  java             libc-2.28.so         [.] _IO_str_init_static_internal
     0.00%  C1 CompilerThre  libjvm.so            [.] Label::patch_instructions
     0.00%  C1 CompilerThre  libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.00%  C2 CompilerThre  libjvm.so            [.] CallNode::Value
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::emit_data
     0.00%  C1 CompilerThre  libc-2.28.so         [.] _IO_vfprintf
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] clear_subpage
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  java             libjvm.so            [.] Dictionary::find
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] memset_erms
     0.00%  C1 CompilerThre  libjvm.so            [.] fieldDescriptor::reinitialize
     0.00%  C1 CompilerThre  libjvm.so            [.] Dependencies::assert_has_no_finalizable_subclasses
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeNarrowOop::remove_speculative
     0.00%  java             [kernel.kallsyms]    [k] task_active_pid_ns
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] lock_page_memcg
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeOopPtr::cleanup_speculative
     0.00%  java             perf-15143.map       [.] void java.lang.Object.<init>()
     0.00%  GC Thread#14     libjvm.so            [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  G1 Refine#21     libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseAggressiveCoalesce::insert_copies
     0.00%  GC Thread#7      libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseBlockLayout::grow_traces
     0.00%  java             [kernel.kallsyms]    [k] update_fast_timekeeper
     0.00%  C2 CompilerThre  libjvm.so            [.] G1BarrierSetC2::step_over_gc_barrier
     0.00%  C2 CompilerThre  libjvm.so            [.] MethodData::next_extra
     0.00%  C2 CompilerThre  libjvm.so            [.] ciTypeFlow::SuccIter::next
     0.00%  G1 Refine#16     libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::schedule_node_into_block
     0.00%  GC Thread#20     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeNarrowKlass::make
     0.00%  C2 CompilerThre  libjvm.so            [.] ciField::ciField
     0.00%  C1 CompilerThre  libjvm.so            [.] IRScope::IRScope
     0.00%  C1 CompilerThre  libjvm.so            [.] GraphBuilder::null_check
     0.00%  C2 CompilerThre  libjvm.so            [.] CompilerOracle::has_option_value<bool>
     0.00%  C2 CompilerThre  libjvm.so            [.] G1BarrierSetC2::post_barrier
     0.00%  java             [kernel.kallsyms]    [k] __srcu_read_lock
     0.00%  C1 CompilerThre  libjvm.so            [.] MoveResolver::get_virtual_register
     0.00%  G1 Refine#0      [kernel.kallsyms]    [k] ktime_get
     0.00%  G1 Refine#2      libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  C2 CompilerThre  libjvm.so            [.] CatchProjNode::Opcode
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] clear_subpage
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::make_slow_call_ex
     0.00%  G1 Refine#0      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C2 CompilerThre  libjvm.so            [.] ProjNode::Value
     0.00%  java             libjvm.so            [.] MemAllocator::Allocation::check_out_of_memory
     0.00%  GC Thread#17     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  C1 CompilerThre  libjvm.so            [.] non-virtual thunk to UseCountComputer::block_do(BlockBegin*)
     0.00%  G1 Refine#6      libjvm.so            [.] G1CardCounts::is_hot
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Assembler::type_profile_helper
     0.00%  DPU_WORK_0000    libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.00%  java             perf-15143.map       [.] I2C/C2I adapters
     0.00%  C2 CompilerThre  libjvm.so            [.] ciKlass::is_subtype_of
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseRenumberLive::update_embedded_ids
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethod::ciMethod
     0.00%  G1 Refine#6      libjvm.so            [.] G1CardCounts::add_card_count
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] mem_cgroup_commit_charge
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] sync_regs
     0.00%  C2 CompilerThre  libjvm.so            [.] ciField::initialize_from
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] clear_subpage
     0.00%  C1 CompilerThre  libjvm.so            [.] LIRGenerator::do_Goto
     0.00%  java             [kernel.kallsyms]    [k] __list_add_valid
     0.00%  C2 CompilerThre  libjvm.so            [.] CmpPNode::Ideal
     0.00%  C2 CompilerThre  libjvm.so            [.] SystemDictionary::check_signature_loaders
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeInt::make
     0.00%  C1 CompilerThre  libjvm.so            [.] BlockBegin::insert_block_between
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::append_scope_value
     0.00%  C1 CompilerThre  libjvm.so            [.] ConstantPool::impl_klass_ref_index_at
     0.00%  G1 Refine#12     libjvm.so            [.] G1CardCounts::add_card_count
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::add_def
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodData::compute_data_size
     0.00%  G1 Refine#9      libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  java             [kernel.kallsyms]    [k] page_fault
     0.00%  G1 Refine#15     libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  C2 CompilerThre  libjvm.so            [.] LoadNode::Value
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::merge_common
     0.00%  C2 CompilerThre  libjvm.so            [.] ciBytecodeStream::reset_to_bci
     0.00%  G1 Refine#7      [kernel.kallsyms]    [k] run_posix_cpu_timers
     0.00%  G1 Refine#0      ld-2.28.so           [.] _dl_update_slotinfo
     0.00%  G1 Refine#4      libjvm.so            [.] oopDesc::size
     0.00%  java             libjvm.so            [.] vframeArray::fill_in
     0.00%  java             libjvm.so            [.] AdapterHandlerLibrary::get_adapter
     0.00%  C2 CompilerThre  libjvm.so            [.] Compile::remove_useless_nodes
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] perf_iterate_ctx
     0.00%  C1 CompilerThre  libjvm.so            [.] BarrierSetC1::load_at_resolved
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __alloc_pages_nodemask
     0.00%  C2 CompilerThre  libjvm.so            [.] Arena::grow
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeNode::ideal_reg
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseGVN::transform
     0.00%  java             libjvm.so            [.] InterpreterRuntime::build_method_counters
     0.00%  GC Thread#13     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  C1 CompilerThre  libjvm.so            [.] LoadField::hash
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::movslq
     0.00%  G1 Refine#16     libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  java             libjvm.so            [.] JavaThread::pd_last_frame
     0.00%  C1 CompilerThre  libc-2.28.so         [.] _IO_default_xsputn
     0.00%  G1 Refine#8      [kernel.kallsyms]    [k] x86_reserve_hardware
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::hoist_to_cheaper_block
     0.00%  C2 CompilerThre  libjvm.so            [.] LoadNode::Ideal
     0.00%  java             libc-2.28.so         [.] clock_gettime
     0.00%  C2 CompilerThre  libjvm.so            [.] CmpINode::Ideal
     0.00%  C1 CompilerThre  libjvm.so            [.] ArenaBitMap::ArenaBitMap
     0.00%  G1 Refine#21     libjvm.so            [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  G1 Refine#10     libjvm.so            [.] G1CardCounts::is_hot
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.00%  C2 CompilerThre  libjvm.so            [.] BoolNode::hash
     0.00%  C1 CompilerThre  libjvm.so            [.] GraphBuilder::try_inline_full
     0.00%  java             [kernel.kallsyms]    [k] filemap_map_pages
     0.00%  C2 CompilerThre  libjvm.so            [.] RegionNode::is_unreachable_from_root
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodLiveness::get_liveness_at
     0.00%  C2 CompilerThre  libjvm.so            [.] MergeMemNode::set_base_memory
     0.00%  C1 CompilerThre  libjvm.so            [.] ciMethodData::bci_to_data
     0.00%  java             libjvm.so            [.] MacroAssembler::fast_pow
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] memcpy_erms
     0.00%  java             libjvm.so            [.] MacroAssembler::load_method_holder
     0.00%  java             [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::remove_node_if_not_used
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.00%  java             libjvm.so            [.] CompilationPolicy::compile_if_required
     0.00%  C2 CompilerThre  libjvm.so            [.] ParmNode::is_CFG
     0.00%  C1 CompilerThre  libjvm.so            [.] ValueMap::kill_all
     0.00%  G1 Refine#10     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  C1 CompilerThre  libjvm.so            [.] methodHandle::~methodHandle
     0.00%  C1 CompilerThre  libc-2.28.so         [.] msort_with_tmp.part.0
     0.00%  C2 CompilerThre  libjvm.so            [.] State::_sub_Op_ConI
     0.00%  C2 CompilerThre  libjvm.so            [.] JVMState::clone_deep
     0.00%  java             libz.so.1.2.11       [.] inflate
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::replace_edge
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_OpVisitState::append
     0.00%  C2 CompilerThre  libc-2.28.so         [.] _IO_default_xsputn
     0.00%  java             perf-15143.map       [.] int java.io.FileInputStream.readBytes(byte[], int, int)
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeLong::singleton
     0.00%  java             libjvm.so            [.] CompilerConfig::scaled_freq_log
     0.00%  java             libjvm.so            [.] TypeArrayKlass::copy_array
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::addq
     0.00%  java             libjvm.so            [.] UTF8::unicode_length
     0.00%  java             [kernel.kallsyms]    [k] change_protection
     0.00%  C2 CompilerThre  libjvm.so            [.] Type::is_nan
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeTuple::make
     0.00%  java             perf-15143.map       [.] boolean java.util.HashSet.contains(java.lang.Object)
     0.00%  java             perf-15143.map       [.] I2C/C2I adapters
     0.00%  java             perf-15143.map       [.] boolean java.util.ArrayList$Itr.hasNext()
     0.00%  java             libjvm.so            [.] jni_GetObjectField
     0.00%  java             libc-2.28.so         [.] __memchr_avx2
     0.00%  C1 CompilerThre  libjvm.so            [.] ciEnv::comp_level
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::add_out
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::jvms
     0.00%  C1 CompilerThre  libjvm.so            [.] Instruction::state_values_do
     0.00%  G1 Refine#8      [kernel.kallsyms]    [k] __srcu_read_lock
     0.00%  C2 CompilerThre  libjvm.so            [.] MemNode::Ideal_common
     0.00%  C2 CompilerThre  libjvm.so            [.] ciTypeFlow::Block::successors
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] mem_cgroup_commit_charge
     0.00%  java             libpthread-2.28.so   [.] __pthread_mutex_lock
     0.00%  GC Thread#8      libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  C2 CompilerThre  libjvm.so            [.] RethrowNode::match_edge
     0.00%  G1 Refine#3      libjvm.so            [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  DPU_WORK_0000    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.00%  C2 CompilerThre  libjvm.so            [.] GrowableArrayWithAllocator<CFGEdge*, GrowableArray<CFGEdge*> >::grow
     0.00%  C2 CompilerThre  perf-15143.map       [.] flush_icache_stub
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeInstPtr::xmeet_helper
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::del_req
     0.00%  java             libjvm.so            [.] resource_allocate_bytes
     0.00%  GC Thread#13     libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  C2 CompilerThre  libjvm.so            [.] InstanceKlass::is_same_class_package
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  C2 CompilerThre  libjvm.so            [.] NodeHash::grow
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] pick_next_task_fair
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] clear_huge_page
     0.00%  C1 CompilerThre  libjvm.so            [.] BlockListBuilder::set_leaders
     0.00%  java             libdpu.so.0.0        [.] ci_exec_wait_mask_cmd@plt
     0.00%  C1 CompilerThre  libjvm.so            [.] ResourceObj::operator new
     0.00%  java             libjvm.so            [.] ArgumentSizeComputer::ArgumentSizeComputer
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] _cond_resched
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::get_addp_base
     0.00%  C2 CompilerThre  libjvm.so            [.] ProjNode::bottom_type
     0.00%  DPU_WORK_0000    libdpu.so.0.0        [.] get_transfer_matrix_index
     0.00%  C2 CompilerThre  libjvm.so            [.] ChunkPool::allocate
     0.00%  C2 CompilerThre  libjvm.so            [.] Matcher::match
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] __do_page_fault
     0.00%  java             [kernel.kallsyms]    [k] __mod_node_page_state
     0.00%  C1 CompilerThre  libjvm.so            [.] methodHandle::methodHandle
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseCFG::estimate_block_frequency
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] lru_cache_add_active_or_unevictable
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] clear_page_erms
     0.00%  C2 CompilerThre  libjvm.so            [.] CallNode::bottom_type
     0.00%  java             libjvm.so            [.] Mutex::lock_without_safepoint_check
     0.00%  java             perf-15143.map       [.] void java.util.ArrayList$Itr.checkForComodification()
     0.00%  C2 CompilerThre  libjvm.so            [.] CallStaticJavaNode::Opcode
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] rcu_all_qs
     0.00%  C1 CompilerThre  libjvm.so            [.] MacroAssembler::stop
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] clear_subpage
     0.00%  GC Thread#5      [kernel.kallsyms]    [k] _cond_resched
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] _cond_resched
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __srcu_read_lock
     0.00%  C1 CompilerThre  libjvm.so            [.] ValueStack::pin_stack_for_linear_scan
     0.00%  C2 CompilerThre  libjvm.so            [.] ciInstanceKlass::compute_nonstatic_fields_impl
     0.00%  G1 Refine#13     libjvm.so            [.] oopDesc::size
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::movl
     0.00%  C2 CompilerThre  libjvm.so            [.] Type::empty
     0.00%  C2 CompilerThre  libjvm.so            [.] Node_Array::remove
     0.00%  G1 Refine#19     libjvm.so            [.] G1HotCardCache::insert
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] clear_subpage
     0.00%  C1 CompilerThre  libjvm.so            [.] ciEnv::is_in_vm
     0.00%  G1 Refine#12     libjvm.so            [.] oopDesc::size
     0.00%  java             libjvm.so            [.] OtherRegionsTable::OtherRegionsTable
     0.00%  GC Thread#5      [kernel.kallsyms]    [k] clear_subpage
     0.00%  C2 CompilerThre  libjvm.so            [.] AllocateNode::Ideal_allocation
     0.00%  C2 CompilerThre  libjvm.so            [.] ClassLoaderData::is_alive
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] try_charge
     0.00%  GC Thread#10     [kernel.kallsyms]    [k] clear_subpage
     0.00%  C1 CompilerThre  libjvm.so            [.] GenerateOopMap::init_basic_blocks
     0.00%  G1 Refine#19     libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.00%  C2 CompilerThre  libjvm.so            [.] edge_order
     0.00%  C2 CompilerThre  libjvm.so            [.] RegionNode::Identity
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodData::next_data
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] page_fault
     0.00%  C1 CompilerThre  libjvm.so            [.] ciMethodBlocks::make_block_at
     0.00%  G1 Refine#5      libc-2.28.so         [.] __memset_avx2_erms
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] down_read_trylock
     0.00%  java             [kernel.kallsyms]    [k] native_apic_msr_eoi_write
     0.00%  G1 Refine#13     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  C1 CompilerThre  libjvm.so            [.] GenerateOopMap::copy_state
     0.00%  C2 CompilerThre  libjvm.so            [.] CardTableBarrierSetC2::use_ReduceInitialCardMarks
     0.00%  java             libjvm.so            [.] LinkResolver::resolve_field_access
     0.00%  C2 CompilerThre  libjvm.so            [.] IdealLoopTree::policy_range_check
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  C2 CompilerThre  libjvm.so            [.] PhiNode::Identity
     0.00%  G1 Refine#11     libjvm.so            [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  GC Thread#19     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::compute_entry_block_pressure
     0.00%  GC Thread#13     [kernel.kallsyms]    [k] do_futex
     0.00%  C2 CompilerThre  libjvm.so            [.] rRegNOper::type
     0.00%  C2 CompilerThre  libjvm.so            [.] PhiNode::out_RegMask
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  C2 CompilerThre  libjvm.so            [.] IfNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so            [.] Phase::Phase
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.00%  C2 CompilerThre  libjvm.so            [.] AddNode::Value
     0.00%  G1 Refine#14     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::find_non_escaped_objects
     0.00%  C2 CompilerThre  libjvm.so            [.] Block::succ_prob
     0.00%  GC Thread#20     [kernel.kallsyms]    [k] clear_subpage
