# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cache-references'
# Event count (approx.): 25757743
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                    
# ........  ...............  ....................  ..........................................................................................................................................................
#
     0.07%  C2 CompilerThre  libjvm.so           [.] ciObjectFactory::ciObjectFactory
     0.07%  G1 Refine#10     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.07%  C2 CompilerThre  libjvm.so           [.] Node::grow
     0.06%  GC Thread#5      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.06%  C2 CompilerThre  libjvm.so           [.] IndexSetIterator::advance_and_next
     0.06%  C2 CompilerThre  libjvm.so           [.] Arena::grow
     0.06%  C2 CompilerThre  libjvm.so           [.] PhaseLive::compute
     0.06%  G1 Refine#20     libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.06%  C2 CompilerThre  libjvm.so           [.] Node::out_grow
     0.06%  G1 Refine#9      libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.06%  GC Thread#20     [kernel.kallsyms]   [k] get_page_from_freelist
     0.06%  GC Thread#2      [kernel.kallsyms]   [k] get_page_from_freelist
     0.06%  G1 Refine#7      libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.06%  G1 Refine#8      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.06%  GC Thread#11     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  GC Thread#7      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.05%  G1 Refine#22     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.05%  C1 CompilerThre  ld-2.28.so          [.] _dl_update_slotinfo
     0.05%  GC Thread#5      [kernel.kallsyms]   [k] get_page_from_freelist
     0.05%  G1 Refine#6      libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.05%  C2 CompilerThre  libjvm.so           [.] LoadNode::Ideal
     0.05%  G1 Refine#20     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.05%  G1 Refine#9      libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.05%  G1 Refine#10     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  G1 Refine#12     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.05%  C1 CompilerThre  libjvm.so           [.] resource_allocate_bytes
     0.05%  G1 Refine#20     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  G1 Refine#12     libjvm.so           [.] G1HotCardCache::insert
     0.05%  G1 Refine#7      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.05%  GC Thread#2      libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::PhaseChaitin
     0.05%  G1 Refine#2      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  G1 Refine#17     libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  G1 Refine#18     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  java             libc-2.28.so        [.] __libc_malloc
     0.05%  C2 CompilerThre  libjvm.so           [.] MachNode::rematerialize
     0.05%  GC Thread#15     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.05%  G1 Refine#6      libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  G1 Refine#18     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.04%  GC Thread#8      libpthread-2.28.so  [.] pthread_mutex_trylock
     0.04%  GC Thread#9      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.04%  C2 CompilerThre  libjvm.so           [.] Matcher::match_sfpt
     0.04%  G1 Refine#17     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  C2 CompilerThre  libjvm.so           [.] Block_Stack::most_frequent_successor
     0.04%  G1 Refine#3      libjvm.so           [.] G1CardCounts::add_card_count
     0.04%  G1 Refine#0      libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::Node
     0.04%  G1 Refine#8      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.04%  GC Thread#18     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.04%  C1 CompilerThre  [kernel.kallsyms]   [k] __init_waitqueue_head
     0.04%  GC Thread#11     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::add_req
     0.04%  G1 Refine#9      libjvm.so           [.] G1HotCardCache::insert
     0.04%  C2 CompilerThre  [kernel.kallsyms]   [k] clear_page_erms
     0.04%  C2 CompilerThre  libjvm.so           [.] IdealLoopTree::check_safepts
     0.04%  G1 Refine#21     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::interfere_with_live
     0.04%  C2 CompilerThre  libjvm.so           [.] CompilationPolicy::select_task
     0.04%  G1 Refine#21     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#17     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#14     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#11     libjvm.so           [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.04%  GC Thread#1      libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  G1 Refine#14     libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  G1 Refine#19     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.04%  G1 Refine#7      libjvm.so           [.] G1HotCardCache::insert
     0.04%  java             libjvm.so           [.] aci_CopyRight
     0.04%  C2 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<unsigned int, GrowableArray<unsigned int> >::grow
     0.04%  GC Thread#6      libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.04%  java             [kernel.kallsyms]   [k] __hrtimer_run_queues
     0.04%  GC Thread#18     libjvm.so           [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.04%  G1 Refine#14     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.04%  GC Thread#18     [kernel.kallsyms]   [k] clear_huge_page
     0.03%  GC Thread#14     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.03%  GC Thread#16     [kernel.kallsyms]   [k] clear_subpage
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::build_cfg
     0.03%  GC Thread#19     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.03%  G1 Refine#1      libjvm.so           [.] oopDesc::size_given_klass
     0.03%  java             [kernel.kallsyms]   [k] _raw_spin_lock
     0.03%  G1 Refine#7      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.03%  G1 Refine#11     libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.03%  G1 Refine#12     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  GC Thread#0      libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  C2 CompilerThre  libjvm.so           [.] JVMState::clone_shallow
     0.03%  G1 Refine#17     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.03%  GC Thread#10     [kernel.kallsyms]   [k] get_page_from_freelist
     0.03%  GC Thread#3      [kernel.kallsyms]   [k] get_page_from_freelist
     0.03%  java             libjvm.so           [.] G1DirtyCardQueueSet::handle_completed_buffer
     0.03%  C2 CompilerThre  libjvm.so           [.] State::MachOperGenerator
     0.03%  C2 CompilerThre  libjvm.so           [.] Arena::Arealloc
     0.03%  C1 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<int, GrowableArray<int> >::grow
     0.03%  G1 Refine#18     libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::Dominators
     0.03%  C2 CompilerThre  [kernel.kallsyms]   [k] activate_task
     0.03%  C2 CompilerThre  libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.03%  G1 Refine#15     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.03%  GC Thread#15     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  C1 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<ResolveNode*, GrowableArray<ResolveNode*> >::grow
     0.03%  C2 CompilerThre  libjvm.so           [.] Node::rematerialize
     0.03%  java             [kernel.kallsyms]   [k] ktime_get_update_offsets_now
     0.03%  G1 Refine#13     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.03%  G1 Refine#12     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.03%  GC Thread#10     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.03%  G1 Refine#4      libjvm.so           [.] G1CardCounts::add_card_count
     0.03%  GC Thread#18     libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.03%  G1 Refine#0      libjvm.so           [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.03%  GC Thread#6      [kernel.kallsyms]   [k] get_page_from_freelist
     0.03%  C2 CompilerThre  [kernel.kallsyms]   [k] do_page_fault
     0.03%  C2 CompilerThre  ld-2.28.so          [.] __tls_get_addr
     0.03%  G1 Refine#20     libjvm.so           [.] G1HotCardCache::insert
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::new_lrg
     0.03%  GC Thread#18     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  G1 Refine#22     libjvm.so           [.] G1HotCardCache::insert
     0.02%  C1 CompilerThre  libjvm.so           [.] ciObjectFactory::ciObjectFactory
     0.02%  C2 CompilerThre  libjvm.so           [.] Matcher::find_shared
     0.02%  GC Thread#7      [kernel.kallsyms]   [k] get_page_from_freelist
     0.02%  C2 CompilerThre  libpthread-2.28.so  [.] __pthread_mutex_lock
     0.02%  GC Thread#10     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  G1 Refine#14     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.02%  G1 Refine#11     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  GC Thread#16     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  G1 Refine#0      libjvm.so           [.] oopDesc::size_given_klass
     0.02%  GC Thread#7      libjvm.so           [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  java             perf-4009.map       [.] java.lang.Object java.util.HashMap.putVal(int, java.lang.Object, java.lang.Object, boolean, boolean)
     0.02%  GC Thread#7      libjvm.so           [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.02%  G1 Refine#15     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  G1 Refine#11     libjvm.so           [.] G1HotCardCache::insert
     0.02%  G1 Refine#2      libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.02%  G1 Refine#8      libjvm.so           [.] G1HotCardCache::insert
     0.02%  C2 CompilerThre  libjvm.so           [.] Compile::remove_useless_node
     0.02%  G1 Refine#14     libjvm.so           [.] G1HotCardCache::insert
     0.02%  C1 CompilerThre  libpthread-2.28.so  [.] __pthread_mutex_lock
     0.02%  G1 Refine#15     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.02%  G1 Refine#7      libjvm.so           [.] G1CardCounts::add_card_count
     0.02%  C1 CompilerThre  ld-2.28.so          [.] __tls_get_addr
     0.02%  G1 Refine#9      libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  GC Thread#6      libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  C2 CompilerThre  libc-2.28.so        [.] __memset_avx2_erms
     0.02%  C1 CompilerThre  libc-2.28.so        [.] __strncpy_sse2_unaligned
     0.02%  C1 CompilerThre  [kernel.kallsyms]   [k] mutex_lock
     0.02%  G1 Refine#0      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.02%  GC Thread#1      libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  java             libjvm.so           [.] PtrQueueSet::exchange_buffer_with_new
     0.02%  GC Thread#12     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  C2 CompilerThre  libjvm.so           [.] Node_Array::insert
     0.02%  C1 CompilerThre  libjvm.so           [.] ciMethod::is_accessor
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::schedule_local
     0.02%  java             libpthread-2.28.so  [.] __pthread_mutex_lock
     0.02%  java             libjvm.so           [.] Method::build_method_counters
     0.02%  C2 CompilerThre  [kernel.kallsyms]   [k] sync_regs
     0.02%  java             [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.02%  G1 Refine#5      libjvm.so           [.] G1CardCounts::add_card_count
     0.02%  C1 CompilerThre  ld-2.28.so          [.] update_get_addr
     0.02%  G1 Refine#4      libjvm.so           [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.02%  G1 Refine#18     libjvm.so           [.] G1HotCardCache::insert
     0.02%  GC Thread#14     libjvm.so           [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::compute_initial_block_pressure
     0.02%  GC Thread#18     libc-2.28.so        [.] cfree@GLIBC_2.2.5
     0.02%  java             libz.so.1.2.11      [.] inflateCodesUsed
     0.02%  C2 CompilerThre  libjvm.so           [.] ChunkPool::allocate
     0.02%  C2 CompilerThre  [kernel.kallsyms]   [k] unmap_page_range
     0.02%  java             libjvm.so           [.] AddressLiteral::AddressLiteral
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::gather_lrg_masks
     0.02%  C2 CompilerThre  libjvm.so           [.] CmpINode::Opcode
     0.02%  GC Thread#17     [kernel.kallsyms]   [k] account_entity_dequeue
     0.02%  G1 Refine#2      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.02%  G1 Refine#8      libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.02%  GC Thread#17     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  G1 Refine#21     libjvm.so           [.] G1HotCardCache::insert
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseAggressiveCoalesce::insert_copies
     0.02%  GC Thread#3      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.02%  C2 CompilerThre  libjvm.so           [.] Matcher::Label_Root
     0.02%  G1 Refine#16     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.02%  G1 Refine#1      [kernel.kallsyms]   [k] get_task_mm
     0.02%  G1 Refine#1      libjvm.so           [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.02%  GC Thread#11     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.02%  G1 Refine#16     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.01%  GC Thread#0      libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  GC Thread#15     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.01%  GC Thread#15     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so           [.] CProjNode::is_block_proj
     0.01%  G1 Refine#12     libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.01%  java             [kernel.kallsyms]   [k] update_vsyscall
     0.01%  GC Thread#18     libjvm.so           [.] G1MergeHeapRootsTask::G1MergeLogBufferCardsClosure::do_card_ptr
     0.01%  C1 CompilerThre  libjvm.so           [.] ValueStack::ValueStack
     0.01%  java             [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     0.01%  GC Thread#21     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  java             libjvm.so           [.] jni_ReleasePrimitiveArrayCritical
     0.01%  GC Thread#9      libpthread-2.28.so  [.] pthread_mutex_trylock
     0.01%  GC Thread#21     [kernel.kallsyms]   [k] get_page_from_freelist
     0.01%  G1 Refine#0      libjvm.so           [.] PtrQueueSet::deallocate_buffer
     0.01%  GC Thread#6      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  java             libjvm.so           [.] ClassVerifier::verify_stackmap_table
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] rcu_all_qs
     0.01%  GC Thread#11     [kernel.kallsyms]   [k] _raw_spin_lock
     0.01%  G1 Refine#5      [kernel.kallsyms]   [k] resched_curr
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] new_slab
     0.01%  java             libjvm.so           [.] ObjArrayAllocator::initialize
     0.01%  C1 CompilerThre  libjvm.so           [.] GraphBuilder::access_field
     0.01%  C2 CompilerThre  libjvm.so           [.] Matcher::ReduceInst
     0.01%  GC Thread#22     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  java             [kernel.kallsyms]   [k] resched_curr
     0.01%  C1 CompilerThre  libc-2.28.so        [.] __memset_avx2_unaligned_erms
     0.01%  C1 CompilerThre  libjvm.so           [.] RelocIterator::RelocIterator
     0.01%  C2 CompilerThre  libjvm.so           [.] Block::num_fall_throughs
     0.01%  GC Thread#20     libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.01%  G1 Refine#16     libjvm.so           [.] G1CardCounts::add_card_count
     0.01%  GC Thread#22     libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C1 CompilerThre  libjvm.so           [.] ciMethodData::load_data
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::schedule_early
     0.01%  G1 Refine#12     libjvm.so           [.] G1CardCounts::add_card_count
     0.01%  GC Thread#18     [kernel.kallsyms]   [k] down_read_trylock
     0.01%  C1 CompilerThre  libjvm.so           [.] PerfString::set_string
     0.01%  C1 CompilerThre  libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.01%  java             libc-2.28.so        [.] __memcpy_avx_unaligned_erms
     0.01%  C2 CompilerThre  libjvm.so           [.] NodeHash::hash_find_insert
     0.01%  G1 Refine#22     libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  java             libjvm.so           [.] MemAllocator::Allocation::notify_allocation_jvmti_sampler
     0.01%  C2 CompilerThre  libjvm.so           [.] Node::Node
     0.01%  GC Thread#10     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so           [.] Dict::Insert
     0.01%  java             libjvm.so           [.] jni_CallObjectMethod
     0.01%  GC Thread#9      [kernel.kallsyms]   [k] _raw_spin_lock
     0.01%  C1 CompilerThre  libjvm.so           [.] Interval::add_use_pos
     0.01%  C2 CompilerThre  libjvm.so           [.] Arena::contains
     0.01%  java             libjvm.so           [.] InterpreterRuntime::newarray
     0.01%  java             libz.so.1.2.11      [.] inflate
     0.01%  GC Thread#14     [kernel.kallsyms]   [k] __update_load_avg_cfs_rq
     0.01%  C1 CompilerThre  libjvm.so           [.] LinearScan::compute_oop_map
     0.01%  C1 CompilerThre  libjvm.so           [.] LinearScan::compute_local_live_sets
     0.01%  G1 Refine#11     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  G1 Refine#8      [kernel.kallsyms]   [k] enqueue_task_fair
     0.01%  GC Thread#7      libjvm.so           [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] account_user_time
     0.01%  G1 Refine#2      libjvm.so           [.] oopDesc::size_given_klass
     0.01%  G1 Refine#6      libjvm.so           [.] G1CardCounts::add_card_count
     0.01%  C1 CompilerThre  libjvm.so           [.] EdgeMoveOptimizer::optimize_moves_at_block_end
     0.01%  GC Thread#11     [kernel.kallsyms]   [k] llist_add_batch
     0.01%  GC Thread#21     [kernel.kallsyms]   [k] llist_add_batch
     0.01%  G1 Refine#13     libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.01%  java             libjvm.so           [.] InterpreterRuntime::resolve_from_cache
     0.01%  C1 CompilerThre  libjvm.so           [.] PhiResolver::create_node
     0.01%  GC Thread#21     libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  java             libjvm.so           [.] ConstMethod::localvariable_table_length_addr
     0.01%  java             perf-4009.map       [.] int java.lang.StringLatin1.indexOf(byte[], int, int)
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseGVN::transform_no_reclaim
     0.01%  G1 Refine#2      libjvm.so           [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.01%  java             libc-2.28.so        [.] __libc_realloc
     0.01%  GC Thread#16     [kernel.kallsyms]   [k] perf_event_task_tick
     0.01%  C1 CompilerThre  libjvm.so           [.] LIR_List::move
     0.01%  G1 Refine#13     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.01%  C1 CompilerThre  libjvm.so           [.] Compilation::compile_java_method
     0.01%  C1 CompilerThre  libjvm.so           [.] pthread_mutex_unlock@plt
     0.01%  G1 Refine#16     libpthread-2.28.so  [.] __pthread_mutex_lock
     0.01%  java             libc-2.28.so        [.] __memset_avx2_unaligned_erms
     0.01%  G1 Refine#4      libjvm.so           [.] PtrQueueSet::deallocate_buffer
     0.01%  java             perf-4009.map       [.] flush_icache_stub
     0.01%  G1 Refine#3      libjvm.so           [.] oopDesc::size_given_klass
     0.01%  java             libjvm.so           [.] SymbolTable::new_symbol
     0.01%  G1 Refine#5      libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.01%  GC Thread#12     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.01%  GC Thread#3      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  GC Thread#18     [kernel.kallsyms]   [k] get_futex_key_refs.isra.12
     0.01%  C1 CompilerThre  libjvm.so           [.] LinearScan::init_compute_oop_maps
     0.01%  C1 CompilerThre  libjvm.so           [.] ProfileCall::visit
     0.01%  GC Thread#17     libpthread-2.28.so  [.] pthread_mutex_trylock
     0.01%  java             libc-2.28.so        [.] __memmove_sse2_unaligned_erms
     0.01%  C2 CompilerThre  libjvm.so           [.] labelOper::clone
     0.01%  C1 CompilerThre  libc-2.28.so        [.] memcpy@GLIBC_2.2.5
     0.01%  C2 CompilerThre  [kernel.kallsyms]   [k] rwsem_down_write_failed_killable
     0.01%  GC Thread#5      [kernel.kallsyms]   [k] _cond_resched
     0.01%  G1 Refine#11     libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.01%  java             libjvm.so           [.] InterpreterRuntime::anewarray
     0.01%  C1 CompilerThre  libjvm.so           [.] Dependencies::initialize
     0.01%  C2 CompilerThre  libjvm.so           [.] Matcher::Fixup_Save_On_Entry
     0.01%  C1 CompilerThre  [kernel.kallsyms]   [k] ttwu_do_wakeup
     0.01%  C1 CompilerThre  libjvm.so           [.] ciMethodBlocks::do_analysis
     0.01%  C1 CompilerThre  libjvm.so           [.] Goto::visit
     0.01%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_Base
     0.01%  G1 Refine#4      [kernel.kallsyms]   [k] task_tick_fair
     0.01%  C1 CompilerThre  libjvm.so           [.] DataLayout::cell_count
     0.01%  GC Thread#10     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  GC Thread#19     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  G1 Refine#11     [kernel.kallsyms]   [k] __update_load_avg_cfs_rq
     0.01%  C1 CompilerThre  libjvm.so           [.] DebugInformationRecorder::DebugInformationRecorder
     0.01%  C2 CompilerThre  [kernel.kallsyms]   [k] handle_mm_fault
     0.01%  GC Thread#11     [kernel.kallsyms]   [k] __schedule
     0.01%  GC Thread#9      [kernel.kallsyms]   [k] __update_load_avg_cfs_rq
